"title","person","name"
"Combining Approximation and Relaxation in SemanticWeb Path Queries","https://w3id.org/scholarlydata/person/peter-wood","Peter Wood"
"Combining Approximation and Relaxation in SemanticWeb Path Queries","https://w3id.org/scholarlydata/person/peter-wood","Peter T. Wood"
"An Architecture for Semantic Navigation and  Reasoning with Patient Data - Experiences of the  Health-e-Child Project","https://w3id.org/scholarlydata/person/richard-mcclatchey","Richard McClatchey"
"A Flexible API and Editor for SKOS","https://w3id.org/scholarlydata/person/robert-stevens","Robert Stevens"
"A Flexible API and Editor for SKOS","https://w3id.org/scholarlydata/person/robert-stevens","robert Stevens"
"Visual Elements in Blind Navigation","https://w3id.org/scholarlydata/person/robert-stevens","Robert Stevens"
"Visual Elements in Blind Navigation","https://w3id.org/scholarlydata/person/robert-stevens","robert Stevens"
"Rethinking Email Message and People Search","https://w3id.org/scholarlydata/person/sebastian-michel","Sebastian Michel"
"A Flexible API and Editor for SKOS","https://w3id.org/scholarlydata/person/simon-jupp","Simon Jupp"
"Expanding Folksonomy Search with Ontologies","https://w3id.org/scholarlydata/person/stuart-taylor","Stuart Taylor"
"Scalable   Querying Services over Fuzzy Ontologies","https://w3id.org/scholarlydata/person/stuart-taylor","Stuart Taylor"
"An Architecture for Semantic Navigation and  Reasoning with Patient Data - Experiences of the  Health-e-Child Project","https://w3id.org/scholarlydata/person/tamas-hauer","Tamas Hauer"
"An Architecture for Semantic Navigation and  Reasoning with Patient Data - Experiences of the  Health-e-Child Project","https://w3id.org/scholarlydata/person/tamas-hauer","Tamás Hauer"
"KiWi - A Platform for building Semantic Social Media Applications","https://w3id.org/scholarlydata/person/tobias-buerger","Tobias Buerger"
"KiWi - A Platform for building Semantic Social Media Applications","https://w3id.org/scholarlydata/person/tobias-buerger","Tobias Bürger"
"SUITS4RDF: Incremental Query Construction for the Semantic Web","https://w3id.org/scholarlydata/person/wolf-siberski","Wolf Siberski"
"SLUBM: An extented LUBM Benchmark for Stream Reasoning","https://w3id.org/scholarlydata/person/wolf-siberski","Wolf Siberski"
"Paraconsistent Reasoning with Quasi-Classical Semantic in ALC","https://w3id.org/scholarlydata/person/xiaowang-zhang","Xiaowang Zhang"
"Social dynamics in conferences: analyses of data from the Live Social Semantics application","https://w3id.org/scholarlydata/person/alain-barrat","Alain Barrat"
"QAKiS: an Open Domain QA System based on Relational Patterns","https://w3id.org/scholarlydata/person/bernardo-magnini","Bernardo Magnini"
"The QALL-ME Benchmark: a Multilingual Resource of Annotated Spoken Requests for Question Answering","https://w3id.org/scholarlydata/person/bernardo-magnini","Bernardo Magnini"
"Evaluation of Natural Language Tools for Italian: EVALITA 2007","https://w3id.org/scholarlydata/person/bernardo-magnini","Bernardo Magnini"
"DIANE - An Integrated Approach to Automated Service Discovery, Matchmaking and Composition","https://w3id.org/scholarlydata/person/birgitta-koenig-ries","Birgitta König-Ries"
"The TextPro Tool Suite","https://w3id.org/scholarlydata/person/christian-girardi","Christian Girardi"
"Semantic Grounding of Tag Relatedness in Social Bookmarking Systems","https://w3id.org/scholarlydata/person/ciro-cattuto","Ciro Cattuto"
"Live Social Semantics","https://w3id.org/scholarlydata/person/ciro-cattuto","Ciro Cattuto"
"Social dynamics in conferences: analyses of data from the Live Social Semantics application","https://w3id.org/scholarlydata/person/ciro-cattuto","Ciro Cattuto"
"Dynamical Classes of Collective Attention in Twitter","https://w3id.org/scholarlydata/person/ciro-cattuto","Ciro Cattuto"
"Evaluating Similarity Measures for Emergent Semantics of Social Tagging","https://w3id.org/scholarlydata/person/ciro-cattuto","Ciro Cattuto"
"Automatically Constructing Semantic Web Services from Online Sources","https://w3id.org/scholarlydata/person/craig-knoblock","Craig Knoblock"
"Automatically Constructing Semantic Web Services from Online Sources","https://w3id.org/scholarlydata/person/craig-knoblock","Craig A. Knoblock"
"Linking and Building Ontologies of Linked Data","https://w3id.org/scholarlydata/person/craig-knoblock","Craig Knoblock"
"Linking and Building Ontologies of Linked Data","https://w3id.org/scholarlydata/person/craig-knoblock","Craig A. Knoblock"
"Rapidly Integrating Services into the Linked Data Cloud","https://w3id.org/scholarlydata/person/craig-knoblock","Craig Knoblock"
"Rapidly Integrating Services into the Linked Data Cloud","https://w3id.org/scholarlydata/person/craig-knoblock","Craig A. Knoblock"
"Discovering Concept Coverings in Ontologies of Linked Data Sources","https://w3id.org/scholarlydata/person/craig-knoblock","Craig Knoblock"
"Discovering Concept Coverings in Ontologies of Linked Data Sources","https://w3id.org/scholarlydata/person/craig-knoblock","Craig A. Knoblock"
"Multi-faceted Tagging in TagMe!","https://w3id.org/scholarlydata/person/daniel-krause","Daniel Krause"
"Exploiting User Feedback to Improve Semantic Web Service Discovery","https://w3id.org/scholarlydata/person/daniel-krause","Daniel Krause"
"C-SPARQL: SPARQL for Continuous Querying","https://w3id.org/scholarlydata/person/daniele-braga","Daniele Braga"
"C-SPARQL: SPARQL for Continuous Querying","https://w3id.org/scholarlydata/person/davide-francesco-barbieri","Davide Francesco Barbieri"
"Evolution of DL-Lite Knowledge Bases","https://w3id.org/scholarlydata/person/diego-calvanese","Diego Calvanese"
"Quest: Effcient SPARQL-to-SQL for RDF and OWL","https://w3id.org/scholarlydata/person/diego-calvanese","Diego Calvanese"
"Efficient Semantic Web Service Discovery in Centralized and P2P Environments","https://w3id.org/scholarlydata/person/dimitrios-skoutas","Dimitrios Skoutas"
"Exploiting User Feedback to Improve Semantic Web Service Discovery","https://w3id.org/scholarlydata/person/dimitrios-skoutas","Dimitrios Skoutas"
"Selecting Skyline Services for QoS-based Web Service Composition","https://w3id.org/scholarlydata/person/dimitrios-skoutas","Dimitrios Skoutas"
"Organizing the Unorganized -- Employing IT to Empower the Under-privileged","https://w3id.org/scholarlydata/person/dipanjan-chakraborty","Dipanjan Chakraborty"
"SewNet - A Framework for Creating Services utilizing Telecom Functionality","https://w3id.org/scholarlydata/person/dipanjan-chakraborty","Dipanjan Chakraborty"
"Benchmarking Federated SPARQL Query Engines: Are Existing Testbeds Enough?","https://w3id.org/scholarlydata/person/edna-ruckhaus","Edna Ruckhaus"
"Talking about Data: Sharing Richly Structured Information through Blogs and Wikis","https://w3id.org/scholarlydata/person/edward-benson","Edward Benson"
"Sync Kit: A Persistent Client-Side Database Caching Toolkit for Data Intensive Websites","https://w3id.org/scholarlydata/person/edward-benson","Edward Benson"
"Multi-faceted Tagging in TagMe!","https://w3id.org/scholarlydata/person/fabian-abel","Fabian Abel"
"Recommendations for the Long Tail by Term-Query Graph","https://w3id.org/scholarlydata/person/fabrizio-silvestri","Fabrizio Silvestri"
"Search Shortcuts: Driving Users Towards Their Goals","https://w3id.org/scholarlydata/person/fabrizio-silvestri","Fabrizio Silvestri"
"Trentino government linked open geo-data: a case study","https://w3id.org/scholarlydata/person/feroz-farazi","Feroz Farazi"
"Scalable Web Reasoning using Logic Programming Techniques","https://w3id.org/scholarlydata/person/gergely-lukacsy","Gergely Lukácsy"
"A Kernel Revision Operator for Terminologies - Algorithms and Evaluations","https://w3id.org/scholarlydata/person/guilin-qi","Guilin Qi"
"CoDR: A Contextual Framework for Diagnosis and Repair","https://w3id.org/scholarlydata/person/guilin-qi","Guilin Qi"
"Goal-Directed Module Extraction for Explaining OWL DL Entailments","https://w3id.org/scholarlydata/person/guilin-qi","Guilin Qi"
"A Decomposition-based Approach to Optimizing Conjunctive Query Answering in OWL DL","https://w3id.org/scholarlydata/person/guilin-qi","Guilin Qi"
"A Conflict-based Operator for Mapping Revision--Theory and and Implementation","https://w3id.org/scholarlydata/person/guilin-qi","Guilin Qi"
"A Survey of Revision Approaches in Description Logics","https://w3id.org/scholarlydata/person/guilin-qi","Guilin Qi"
"Lexicographical Inference over Inconsistent DL-based Ontologies","https://w3id.org/scholarlydata/person/guilin-qi","Guilin Qi"
"Tableau Algorithm for Possibilistic Description Logic ALC","https://w3id.org/scholarlydata/person/guilin-qi","Guilin Qi"
"A RDF-base Normalized Model for Biomedical Lexical Grid","https://w3id.org/scholarlydata/person/harold-r-solbrig","Harold Solbrig"
"A RDF-base Normalized Model for Biomedical Lexical Grid","https://w3id.org/scholarlydata/person/harold-r-solbrig","Harold R. Solbrig"
"Time-Oriented Question Answering from Clinical Narratives Using Semantic-Web Techniques","https://w3id.org/scholarlydata/person/harold-r-solbrig","Harold Solbrig"
"Time-Oriented Question Answering from Clinical Narratives Using Semantic-Web Techniques","https://w3id.org/scholarlydata/person/harold-r-solbrig","Harold R. Solbrig"
"A Framework for Ontologies-based User Interface Integration","https://w3id.org/scholarlydata/person/heiko-paulheim","Heiko Paulheim"
"Extending DBpedia with Wikipedia List Pages","https://w3id.org/scholarlydata/person/heiko-paulheim","Heiko Paulheim"
"DBpediaNYD A Silver Standard Benchmark Dataset for Semantic Relatedness in Dbpedia","https://w3id.org/scholarlydata/person/heiko-paulheim","Heiko Paulheim"
"Discoverability of SPARQL Endpoints in Linked Open Data","https://w3id.org/scholarlydata/person/heiko-paulheim","Heiko Paulheim"
"Type Inference on Noisy RDF Data","https://w3id.org/scholarlydata/person/heiko-paulheim","Heiko Paulheim"
"Evaluation measures for ontology matchers in supervised matching scenarios","https://w3id.org/scholarlydata/person/heiko-paulheim","Heiko Paulheim"
"DynamiTE: Parallel Materialization of Dynamic RDF Data","https://w3id.org/scholarlydata/person/henri-bal","Henri Bal"
"Thesaurus-based Search in Large Heterogeneous Collections","https://w3id.org/scholarlydata/person/jacco-van-ossenbruggen","Jacco van Ossenbruggen"
"Thesaurus-based Search in Large Heterogeneous Collections","https://w3id.org/scholarlydata/person/jacco-van-ossenbruggen","Jacco Van Ossenbruggen"
"Using Semantic Web Technologies to Reproduce a Pharmacovigilance Case Study","https://w3id.org/scholarlydata/person/jacco-van-ossenbruggen","Jacco van Ossenbruggen"
"Using Semantic Web Technologies to Reproduce a Pharmacovigilance Case Study","https://w3id.org/scholarlydata/person/jacco-van-ossenbruggen","Jacco Van Ossenbruggen"
"Scalable Distributed Reasoning using MapReduce","https://w3id.org/scholarlydata/person/jacopo-urbani","Jacopo Urbani"
"Robust Runtime Optimization and Skew-Resistant Execution of Analytical SPARQL Queries on Pig","https://w3id.org/scholarlydata/person/jacopo-urbani","Jacopo Urbani"
"DynamiTE: Parallel Materialization of Dynamic RDF Data","https://w3id.org/scholarlydata/person/jacopo-urbani","Jacopo Urbani"
"ELOG: A Probabilistic Reasoner for OWL EL","https://w3id.org/scholarlydata/person/jan-noessner","Jan Noessner"
"A Self-Training Approach for Resolving Object Coreference on the Semantic Web","https://w3id.org/scholarlydata/person/jianfeng-chen","Jianfeng Chen"
"Semplore: An IR Approach to Scalable Hybrid Query of Semantic Web Data","https://w3id.org/scholarlydata/person/jie-zhang","Jie Zhang"
"Creating a Semantic Integration System using Spatial Data","https://w3id.org/scholarlydata/person/john-goodwin","John Goodwin"
"A RDF-base Normalized Model for Biomedical Lexical Grid","https://w3id.org/scholarlydata/person/jyotishman-pathak","Jyotishman Pathak"
"Supporting Natural Language Processing with Background Knowledge: Coreference Resolution Case","https://w3id.org/scholarlydata/person/katerina-tymoshenko","Katerina Tymoshenko"
"Supporting Natural Language Processing with Background Knowledge: Coreference Resolution Case","https://w3id.org/scholarlydata/person/katerina-tymoshenko","Kateryna Tymoshenko"
"Scalable Cleanup of Information Extraction Data Using Ontologies","https://w3id.org/scholarlydata/person/kavitha-srinivas","Kavitha Srinivas"
"Scalable Conjunctive Query Evaluation Over Large and Expressive Knowledge Bases","https://w3id.org/scholarlydata/person/kavitha-srinivas","Kavitha Srinivas"
"Extracting Enterprise Vocabularies Using Linked Open Data","https://w3id.org/scholarlydata/person/kavitha-srinivas","Kavitha Srinivas"
"One size does not fit all: Customizing Ontology Alignment Using User Feedback","https://w3id.org/scholarlydata/person/kavitha-srinivas","Kavitha Srinivas"
"Instance-Based Matching of Large Ontologies Using Locality-Sensitive Hashing","https://w3id.org/scholarlydata/person/kavitha-srinivas","Kavitha Srinivas"
"Coordinating Social Care and Healthcare using Semantic Web Technologies","https://w3id.org/scholarlydata/person/kavitha-srinivas","Kavitha Srinivas"
"Helix: Online Enterprise Data Analytics","https://w3id.org/scholarlydata/person/kavitha-srinivas","Kavitha Srinivas"
"SIOOS: Semantically-driven Integration of Ocean Observing Systems","https://w3id.org/scholarlydata/person/kerry-taylor","Kerry Taylor"
"A Semantic Lab Notebook – Report on a Use Case Modelling an Experiment of a Microwave-based Quarantine Method","https://w3id.org/scholarlydata/person/kerry-taylor","Kerry Taylor"
"Semantic Web Enabled Smart Farming","https://w3id.org/scholarlydata/person/kerry-taylor","Kerry Taylor"
"Event dashboard: Capturing user-defined semantics events for event detection over real-time sensor data","https://w3id.org/scholarlydata/person/kerry-taylor","Kerry Taylor"
"Diagrammatic Ontology Patterns","https://w3id.org/scholarlydata/person/kerry-taylor","Kerry Taylor"
"Demonstration: Semantic Web Enabled Smart Farm with GSN","https://w3id.org/scholarlydata/person/kerry-taylor","Kerry Taylor"
"Semantics for music researchers: How country is my country?","https://w3id.org/scholarlydata/person/kevin-page","Kevin Page"
"Semantics for music researchers: How country is my country?","https://w3id.org/scholarlydata/person/kevin-page","Kevin R. Page"
"SPARQL Query Optimization on Top of DHTs","https://w3id.org/scholarlydata/person/kostis-kyzirakos","Kostis Kyzirakos"
"Real Time Fire Monitoring Using Semantic Web and Linked Data Technologies","https://w3id.org/scholarlydata/person/kostis-kyzirakos","Kostis Kyzirakos"
"Strabon: A Semantic Geospatial DBMS","https://w3id.org/scholarlydata/person/kostis-kyzirakos","Kostis Kyzirakos"
"SexTant: Visualizing Time-Evolving Linked Geospatial Data","https://w3id.org/scholarlydata/person/kostis-kyzirakos","Kostis Kyzirakos"
"Geographica: A Benchmark for Geospatial RDF Stores","https://w3id.org/scholarlydata/person/kostis-kyzirakos","Kostis Kyzirakos"
"Policy Aware Content Reuse on the Web","https://w3id.org/scholarlydata/person/lalana-kagal","Lalana Kagal"
"Analyzing the AIR Language:  Semantic Web (Production) Rules Language","https://w3id.org/scholarlydata/person/lalana-kagal","Lalana Kagal"
"Linked Rules: Principles for Rule Reuse on the Web","https://w3id.org/scholarlydata/person/lalana-kagal","Lalana Kagal"
"Rule-Based Trust Assessment on the Semantic Web","https://w3id.org/scholarlydata/person/lalana-kagal","Lalana Kagal"
"Design and generation of Linked Clinical Data Cubes","https://w3id.org/scholarlydata/person/laurent-lefort","Laurent Lefort"
"Semantic Web Enabled Smart Farming","https://w3id.org/scholarlydata/person/laurent-lefort","Laurent Lefort"
"Demonstration: Semantic Web Enabled Smart Farm with GSN","https://w3id.org/scholarlydata/person/laurent-lefort","Laurent Lefort"
"Summary Models for Routing Keywords to Linked Data Sources","https://w3id.org/scholarlydata/person/lei-zhang-1","Lei Zhang"
"An Expressive and Efficient Solution to the Service Selection Problem","https://w3id.org/scholarlydata/person/maria-esther-vidal","Maria Esther Vidal"
"An Expressive and Efficient Solution to the Service Selection Problem","https://w3id.org/scholarlydata/person/maria-esther-vidal","Maria-Esther Vidal"
"An Expressive and Efficient Solution to the Service Selection Problem","https://w3id.org/scholarlydata/person/maria-esther-vidal","María Esther Vidal"
"STEREO: a SaT-based tool for an optimal solution of the sERvice selEctiOn problem","https://w3id.org/scholarlydata/person/maria-esther-vidal","Maria Esther Vidal"
"STEREO: a SaT-based tool for an optimal solution of the sERvice selEctiOn problem","https://w3id.org/scholarlydata/person/maria-esther-vidal","Maria-Esther Vidal"
"STEREO: a SaT-based tool for an optimal solution of the sERvice selEctiOn problem","https://w3id.org/scholarlydata/person/maria-esther-vidal","María Esther Vidal"
"Mining Patterns from Clinical Trial Annotated Datasets by Exploiting the NCI Thesaurus","https://w3id.org/scholarlydata/person/maria-esther-vidal","Maria Esther Vidal"
"Mining Patterns from Clinical Trial Annotated Datasets by Exploiting the NCI Thesaurus","https://w3id.org/scholarlydata/person/maria-esther-vidal","Maria-Esther Vidal"
"Mining Patterns from Clinical Trial Annotated Datasets by Exploiting the NCI Thesaurus","https://w3id.org/scholarlydata/person/maria-esther-vidal","María Esther Vidal"
"Benchmarking Federated SPARQL Query Engines: Are Existing Testbeds Enough?","https://w3id.org/scholarlydata/person/maria-esther-vidal","Maria Esther Vidal"
"Benchmarking Federated SPARQL Query Engines: Are Existing Testbeds Enough?","https://w3id.org/scholarlydata/person/maria-esther-vidal","Maria-Esther Vidal"
"Benchmarking Federated SPARQL Query Engines: Are Existing Testbeds Enough?","https://w3id.org/scholarlydata/person/maria-esther-vidal","María Esther Vidal"
"Choosing Between Graph Databases and RDF Engines for Consuming and Mining Linked Data","https://w3id.org/scholarlydata/person/maria-esther-vidal","Maria Esther Vidal"
"Choosing Between Graph Databases and RDF Engines for Consuming and Mining Linked Data","https://w3id.org/scholarlydata/person/maria-esther-vidal","Maria-Esther Vidal"
"Choosing Between Graph Databases and RDF Engines for Consuming and Mining Linked Data","https://w3id.org/scholarlydata/person/maria-esther-vidal","María Esther Vidal"
"Exploiting Semantics from Ontologies and Shared Annotations to Find Patterns in Annotated Linked Open Data","https://w3id.org/scholarlydata/person/maria-esther-vidal","Maria Esther Vidal"
"Exploiting Semantics from Ontologies and Shared Annotations to Find Patterns in Annotated Linked Open Data","https://w3id.org/scholarlydata/person/maria-esther-vidal","Maria-Esther Vidal"
"Exploiting Semantics from Ontologies and Shared Annotations to Find Patterns in Annotated Linked Open Data","https://w3id.org/scholarlydata/person/maria-esther-vidal","María Esther Vidal"
"GRAPHIUM: Visualizing Performance of Graph and RDF Engines on Linked Data","https://w3id.org/scholarlydata/person/maria-esther-vidal","Maria Esther Vidal"
"GRAPHIUM: Visualizing Performance of Graph and RDF Engines on Linked Data","https://w3id.org/scholarlydata/person/maria-esther-vidal","Maria-Esther Vidal"
"GRAPHIUM: Visualizing Performance of Graph and RDF Engines on Linked Data","https://w3id.org/scholarlydata/person/maria-esther-vidal","María Esther Vidal"
"SILURIAN: a Sparql vIsuaLizer for UndeRstanding querIes And federatioNs","https://w3id.org/scholarlydata/person/maria-esther-vidal","Maria Esther Vidal"
"SILURIAN: a Sparql vIsuaLizer for UndeRstanding querIes And federatioNs","https://w3id.org/scholarlydata/person/maria-esther-vidal","Maria-Esther Vidal"
"SILURIAN: a Sparql vIsuaLizer for UndeRstanding querIes And federatioNs","https://w3id.org/scholarlydata/person/maria-esther-vidal","María Esther Vidal"
"Extending SMW+ with a Linked Data Integration Framework","https://w3id.org/scholarlydata/person/mark-greaves","Mark Greaves"
"From Knowledge Capture to Semantic Applications: The Evolution of Semantic MediaWiki","https://w3id.org/scholarlydata/person/mark-greaves","Mark Greaves"
"Semantic Enrichment by Non-Experts: Usability of Manual Annotation Tools","https://w3id.org/scholarlydata/person/markus-luczak-roesch","Markus Luczak-Rösch"
"Semantic Enrichment by Non-Experts: Usability of Manual Annotation Tools","https://w3id.org/scholarlydata/person/markus-luczak-roesch","Markus Luczak-Roesch"
"Discovering and Maintaining Links on the Web of Data","https://w3id.org/scholarlydata/person/martin-gaedke","Martin Gaedke"
"A Generic Approach for Large-Scale Ontological Reasoning in the Presence of Access Restrictions to the Ontology's Axioms","https://w3id.org/scholarlydata/person/martin-knechtel","Martin Knechtel"
"Query-Based Access Control for Ontologies","https://w3id.org/scholarlydata/person/martin-knechtel","Martin Knechtel"
"Semantic Modelling of User Interests Based on Cross-folksonomy Analysis","https://w3id.org/scholarlydata/person/martin-szomszor","Martin Szomszor"
"Live Social Semantics","https://w3id.org/scholarlydata/person/martin-szomszor","Martin Szomszor"
"Sense Aware Searching and Exploration with MyTag","https://w3id.org/scholarlydata/person/martin-szomszor","Martin Szomszor"
"Social dynamics in conferences: analyses of data from the Live Social Semantics application","https://w3id.org/scholarlydata/person/martin-szomszor","Martin Szomszor"
"BRAMBLE: A Web-based Framework for Interactive RDF-Graph Visualisation","https://w3id.org/scholarlydata/person/mathias-niepert","Mathias Niepert"
"Integrating Open and Closed Information Extraction: Challenges and First Steps","https://w3id.org/scholarlydata/person/mathias-niepert","Mathias Niepert"
"ELOG: A Probabilistic Reasoner for OWL EL","https://w3id.org/scholarlydata/person/mathias-niepert","Mathias Niepert"
"Introducing IYOUIT","https://w3id.org/scholarlydata/person/matthias-wagner","Matthias Wagner"
"IYOUIT – Share, Life, Blog, Play","https://w3id.org/scholarlydata/person/matthias-wagner","Matthias Wagner"
"Context and Domain Knowledge Enhanced Entity Spotting in Informal Text","https://w3id.org/scholarlydata/person/meena-nagarajan","Meenakshi Nagarajan"
"Context and Domain Knowledge Enhanced Entity Spotting in Informal Text","https://w3id.org/scholarlydata/person/meena-nagarajan","Meena Nagarajan"
"Semantic Web Enabled Smart Farming","https://w3id.org/scholarlydata/person/michael-compton","Michael Compton"
"Context Aware Sensor Configuration Model for Internet of Things","https://w3id.org/scholarlydata/person/michael-compton","Michael Compton"
"Demonstration: Semantic Web Enabled Smart Farm with GSN","https://w3id.org/scholarlydata/person/michael-compton","Michael Compton"
"C-SPARQL: SPARQL for Continuous Querying","https://w3id.org/scholarlydata/person/michael-grossniklaus","Michael Grossniklaus"
"TRank: Ranking Entity Types Using the Web of Data","https://w3id.org/scholarlydata/person/michele-catasta","Michele Catasta"
"The SILK System: Scalable and Expressive Semantic Rules","https://w3id.org/scholarlydata/person/mike-dean","Mike Dean"
"A SILK Graphical UI for Defeasible Reasoning, with a Biology Causal Process Example","https://w3id.org/scholarlydata/person/mike-dean","Mike Dean"
"Combining a DL Reasoner and a Rule Engine for Improving Entailment-based OWL Reasoning","https://w3id.org/scholarlydata/person/nick-bassiliades","Nick Bassiliades"
"Extending a Multi-agent Reasoning Interoperability Framework with Services for the Semantic Web Logic and Proof Layers","https://w3id.org/scholarlydata/person/nick-bassiliades","Nick Bassiliades"
"Cross-Community Interoperation Between the EMERALD and Rule Responder Multi-Agent Systems","https://w3id.org/scholarlydata/person/nick-bassiliades","Nick Bassiliades"
"Towards Vagueness-Aware Ontologies","https://w3id.org/scholarlydata/person/panos-alexopoulos","Panos Alexopoulos"
"NITELIGHT: A Graphical Editor for SPARQL Queries","https://w3id.org/scholarlydata/person/paul-smart","Paul Smart"
"Towards Reactive Semantic Web Policies: Advanced Agent Control for the Semantic Web","https://w3id.org/scholarlydata/person/philipp-kaerger","Philipp Kärger"
"SPoX: combining reactive Semantic Web policies and Social Semantic Data to control the behaviour of Skype","https://w3id.org/scholarlydata/person/philipp-kaerger","Philipp Kärger"
"Use Twitter Data for Recency Ranking Improvement in Web Search","https://w3id.org/scholarlydata/person/pranam-kolari","Pranam Kolari"
"Learning to Model Relatedness for News Recommendation","https://w3id.org/scholarlydata/person/pranam-kolari","Pranam Kolari"
"A Generic Approach for Large-Scale Ontological Reasoning in the Presence of Access Restrictions to the Ontology's Axioms","https://w3id.org/scholarlydata/person/rafael-penaloza","Rafael Peñaloza"
"A Generic Approach for Large-Scale Ontological Reasoning in the Presence of Access Restrictions to the Ontology's Axioms","https://w3id.org/scholarlydata/person/rafael-penaloza","Rafael Penaloza"
"Multi-faceted Tagging in TagMe!","https://w3id.org/scholarlydata/person/ricardo-kawase","Ricardo Kawase"
"TwikiMe! - User profiles that make sense","https://w3id.org/scholarlydata/person/ricardo-kawase","Ricardo Kawase"
"Using Semantic Web Technologies to Reproduce a Pharmacovigilance Case Study","https://w3id.org/scholarlydata/person/rinke-hoekstra","Rinke Hoekstra"
"Detecting and Reporting Extensional Concept Drift in Statistical Linked Data","https://w3id.org/scholarlydata/person/rinke-hoekstra","Rinke Hoekstra"
"The TextPro Tool Suite","https://w3id.org/scholarlydata/person/roberto-zanoli","Roberto Zanoli"
"A Self-Policing Policy Language","https://w3id.org/scholarlydata/person/sebastian-speiser","Sebastian Speiser"
"Semantic Web Technologies for a Smart Energy Grid: Requirements and Challenges","https://w3id.org/scholarlydata/person/sebastian-speiser","Sebastian Speiser"
"Towards Linked Data Services","https://w3id.org/scholarlydata/person/sebastian-speiser","Sebastian Speiser"
"TripleRank: Ranking Semantic Web Data By Tensor Decomposition","https://w3id.org/scholarlydata/person/sergej-sizov","Sergej Sizov"
"Querying for Meta Knowledge","https://w3id.org/scholarlydata/person/sergej-sizov","Sergej Sizov"
"An Architecture for Semantic Navigation and  Reasoning with Patient Data - Experiences of the  Health-e-Child Project","https://w3id.org/scholarlydata/person/sonja-zillner","Sonja Zillner"
"Scalable Distributed Reasoning using MapReduce","https://w3id.org/scholarlydata/person/spyros-kotoulas","Spyros Kotoulas"
"QuerioCity: A Linked Data Platform for Urban Information Management","https://w3id.org/scholarlydata/person/spyros-kotoulas","Spyros Kotoulas"
"Robust Runtime Optimization and Skew-Resistant Execution of Analytical SPARQL Queries on Pig","https://w3id.org/scholarlydata/person/spyros-kotoulas","Spyros Kotoulas"
"Coordinating Social Care and Healthcare using Semantic Web Technologies","https://w3id.org/scholarlydata/person/spyros-kotoulas","Spyros Kotoulas"
"Real-time Urban Monitoring in Dublin using Semantic and Stream Technologies","https://w3id.org/scholarlydata/person/spyros-kotoulas","Spyros Kotoulas"
"Mind the data skew: Distributed inferencing by speeddating in elastic regions","https://w3id.org/scholarlydata/person/spyros-kotoulas","Spyros Kotoulas"
"A Graphical Evaluation Tool for Semantic Web Service Matchmaking","https://w3id.org/scholarlydata/person/stefan-schulte","Stefan Schulte"
"Kernel Methods for Mining Instance Data in Ontologies","https://w3id.org/scholarlydata/person/stephan-bloehdorn","Stephan Bloehdorn"
"Collaborative Protege: Enabling Community-based Authoring of Ontologies","https://w3id.org/scholarlydata/person/tania-tudorache","Tania Tudorache"
"Supporting Collaborative Ontology Development in Protégé","https://w3id.org/scholarlydata/person/tania-tudorache","Tania Tudorache"
"Will Semantic Web Technologies Work for the Development of ICD-11?","https://w3id.org/scholarlydata/person/tania-tudorache","Tania Tudorache"
"WebProtege: Supporting the Creation of ICD-11","https://w3id.org/scholarlydata/person/tania-tudorache","Tania Tudorache"
"Simplified OWL Ontology Editing for the Web: Is WebProtégé Enough?","https://w3id.org/scholarlydata/person/tania-tudorache","Tania Tudorache"
"Using Semantic Web in ICD-11: Three Years Down the Road","https://w3id.org/scholarlydata/person/tania-tudorache","Tania Tudorache"
"Synthesizing Semantic Web Service Compositions with jMosel and Golog","https://w3id.org/scholarlydata/person/tiziana-margaria","Tiziana Margaria"
"Trentino government linked open geo-data: a case study","https://w3id.org/scholarlydata/person/vincenzo-maltese","Vincenzo Maltese"
"RDF On the Go: An RDF Storage and Query Processor for Mobile Devices","https://w3id.org/scholarlydata/person/vinny-reynolds","Vinny Reynolds"
"OWL-POLAR: Semantic Policies for Agent Reasoning","https://w3id.org/scholarlydata/person/wamberto-vasconcelos","Wamberto Vasconcelos"
"OWL-POLAR: Semantic Policies for Agent Reasoning","https://w3id.org/scholarlydata/person/wamberto-vasconcelos","Wamberto W Vasconcelos"
"A Self-Training Approach for Resolving Object Coreference on the Semantic Web","https://w3id.org/scholarlydata/person/wei-hu","Wei Hu"
"Spatial and Semantic Reasoning to Recognize Ship Behavior","https://w3id.org/scholarlydata/person/willem-van-hage","Willem Robert van Hage"
"Spatial and Semantic Reasoning to Recognize Ship Behavior","https://w3id.org/scholarlydata/person/willem-van-hage","Willem Robert Van Hage"
"Spatial and Semantic Reasoning to Recognize Ship Behavior","https://w3id.org/scholarlydata/person/willem-van-hage","Willem van Hage"
"Live Social Semantics","https://w3id.org/scholarlydata/person/wouter-van-den-broeck","Wouter Van den Broeck"
"Social dynamics in conferences: analyses of data from the Live Social Semantics application","https://w3id.org/scholarlydata/person/wouter-van-den-broeck","Wouter Van den Broeck"
"Semantic-Powered Research Profiling","https://w3id.org/scholarlydata/person/ying-ding","Ying Ding"
"Multiple spreaders affect the indirect influence on Twitter","https://w3id.org/scholarlydata/person/ying-ding","Ying Ding"
"Semantic Cooperation and Knowledge Reuse by Using Autonomous Ontologies","https://w3id.org/scholarlydata/person/yuting-zhao","Yuting Zhao"
