"title","person","name"
"Improving the online visibility of touristic service providers by using semantic annotations","https://w3id.org/scholarlydata/person/ioan-toma","Ioan Toma"
"ASG - Adaptive Services Grid","https://w3id.org/scholarlydata/person/ioan-toma","Ioan Toma"
"Linked Data: Querying, Reasoning, and Benchmarking","https://w3id.org/scholarlydata/person/irini-fundulaki","Irini Fundulaki"
"Securing Access to Sensitive RDF Data","https://w3id.org/scholarlydata/person/irini-fundulaki","Irini Fundulaki"
"Keyword Search on RDF Graphs: It Is More Than Just Searching for Keywords","https://w3id.org/scholarlydata/person/irini-fundulaki","Irini Fundulaki"
"Some Thoughts on OWL-Empowered SPARQL Query Optimization","https://w3id.org/scholarlydata/person/irini-fundulaki","Irini Fundulaki"
"Provenance Management for Evolving RDF Datasets","https://w3id.org/scholarlydata/person/irini-fundulaki","Irini Fundulaki"
"Access Control for RDF: Experimental Results","https://w3id.org/scholarlydata/person/irini-fundulaki","Irini Fundulaki"
"Controlling Access to RDF Graphs","https://w3id.org/scholarlydata/person/irini-fundulaki","Irini Fundulaki"
"Ontology-Based Integration of XML Web Resources","https://w3id.org/scholarlydata/person/irini-fundulaki","Irini Fundulaki"
"Deep learning for noise-tolerant RDFS reasoning","https://w3id.org/scholarlydata/person/james-hendler","Jim Hendler"
"Deep learning for noise-tolerant RDFS reasoning","https://w3id.org/scholarlydata/person/james-hendler","James Hendler"
"Lucy and Pete deal with Mom -- implementing the Scientific American Scenario","https://w3id.org/scholarlydata/person/james-hendler","Jim Hendler"
"Lucy and Pete deal with Mom -- implementing the Scientific American Scenario","https://w3id.org/scholarlydata/person/james-hendler","James Hendler"
"Hypermedia Inspired Ontology Engineering Environment: SWOOP","https://w3id.org/scholarlydata/person/james-hendler","Jim Hendler"
"Hypermedia Inspired Ontology Engineering Environment: SWOOP","https://w3id.org/scholarlydata/person/james-hendler","James Hendler"
"Swoop: A Web Ontology Engineering Framework","https://w3id.org/scholarlydata/person/james-hendler","Jim Hendler"
"Swoop: A Web Ontology Engineering Framework","https://w3id.org/scholarlydata/person/james-hendler","James Hendler"
"A Survey of the Web Ontology Landscape","https://w3id.org/scholarlydata/person/james-hendler","Jim Hendler"
"A Survey of the Web Ontology Landscape","https://w3id.org/scholarlydata/person/james-hendler","James Hendler"
"A Semantically Enabled Service Architecture for Mashups over Streaming and Stored Data","https://w3id.org/scholarlydata/person/jason-sadler","Jason Sadler"
"A Semantically Enabled Service Architecture for Mashups over Streaming and Stored Data","https://w3id.org/scholarlydata/person/jean-paul-calbimonte","Jean-Paul Calbimonte"
"A Semantically Enabled Service Architecture for Mashups over Streaming and Stored Data","https://w3id.org/scholarlydata/person/jean-paul-calbimonte","Jean Paul Calbimonte"
"Query Rewriting in RDF Stream Processing","https://w3id.org/scholarlydata/person/jean-paul-calbimonte","Jean-Paul Calbimonte"
"Query Rewriting in RDF Stream Processing","https://w3id.org/scholarlydata/person/jean-paul-calbimonte","Jean Paul Calbimonte"
"Elimination of Redundancy in Ontologies","https://w3id.org/scholarlydata/person/jens-wissmann","Jens Wissmann"
"miKrow: Semantic Intra-Enterprise Micro-Knowledge Management System","https://w3id.org/scholarlydata/person/jesus-contreras","Jesús Contreras"
"miKrow: Semantic Intra-Enterprise Micro-Knowledge Management System","https://w3id.org/scholarlydata/person/jesus-contreras","Jesus Contreras"
"Six Challenges for the Semantic Web","https://w3id.org/scholarlydata/person/jesus-contreras","Jesús Contreras"
"Six Challenges for the Semantic Web","https://w3id.org/scholarlydata/person/jesus-contreras","Jesus Contreras"
"SWS for Financial Overdrawn Alerting","https://w3id.org/scholarlydata/person/jesus-contreras","Jesús Contreras"
"SWS for Financial Overdrawn Alerting","https://w3id.org/scholarlydata/person/jesus-contreras","Jesus Contreras"
"A Semantic Search Engine for the International Relation Sector","https://w3id.org/scholarlydata/person/jesus-contreras","Jesús Contreras"
"A Semantic Search Engine for the International Relation Sector","https://w3id.org/scholarlydata/person/jesus-contreras","Jesus Contreras"
"Distributed Human Computation Framework for Linked Data Co-reference Resolution","https://w3id.org/scholarlydata/person/jiadi-yao","Jiadi Yao"
"""Semantics Inside!"" But let's not tell the Data Miners:         Intelligent Support for Data Mining","https://w3id.org/scholarlydata/person/joerg-uwe-kietz","Jörg-Uwe Kietz"
"lemon: Linking Lexical Resources and Ontologies on the Semantic Web","https://w3id.org/scholarlydata/person/john-mccrae","John McCrae"
"lemon: Linking Lexical Resources and Ontologies on the Semantic Web","https://w3id.org/scholarlydata/person/john-mccrae","John Mccrae"
"lemon: Linking Lexical Resources and Ontologies on the Semantic Web","https://w3id.org/scholarlydata/person/john-mccrae","John P. Mccrae"
"DataFinland - A Semantic Portal for Open and Linked Datasets","https://w3id.org/scholarlydata/person/joonas-laitio","Joonas Laitio"
"Semi-Automatically Mapping Structured Sources into the Semantic Web","https://w3id.org/scholarlydata/person/jose-luis-ambite","José Luis Ambite"
"Semi-Automatically Mapping Structured Sources into the Semantic Web","https://w3id.org/scholarlydata/person/jose-luis-ambite","Jose Luis Ambite"
"miKrow: Semantic Intra-Enterprise Micro-Knowledge Management System","https://w3id.org/scholarlydata/person/jose-manuel-gomez-perez","José Manuel Gómez-Pérez"
"miKrow: Semantic Intra-Enterprise Micro-Knowledge Management System","https://w3id.org/scholarlydata/person/jose-manuel-gomez-perez","Jose Manuel Gomez-Perez"
"ROHub – A digital library of Research Objects supporting scientists towards reproducible science","https://w3id.org/scholarlydata/person/jose-manuel-gomez-perez","José Manuel Gómez-Pérez"
"ROHub – A digital library of Research Objects supporting scientists towards reproducible science","https://w3id.org/scholarlydata/person/jose-manuel-gomez-perez","Jose Manuel Gomez-Perez"
"Troubleshooting and Optimizing Named Entity Resolution Systems in the Industry","https://w3id.org/scholarlydata/person/jose-manuel-gomez-perez","José Manuel Gómez-Pérez"
"Troubleshooting and Optimizing Named Entity Resolution Systems in the Industry","https://w3id.org/scholarlydata/person/jose-manuel-gomez-perez","Jose Manuel Gomez-Perez"
"Semantic Enrichment of Twitter Posts for User Profile Construction","https://w3id.org/scholarlydata/person/ke-tao","Ke Tao"
"On Modeling Linked Open Statistical Data","https://w3id.org/scholarlydata/person/konstantinos-tarabanis","Konstantinos Tarabanis"
"The Semantic Public Service Portal (S-PSP)","https://w3id.org/scholarlydata/person/konstantinos-tarabanis","Konstantinos Tarabanis"
"Contextual Ontology Alignment of LOD with an Upper Ontology: A Case Study with Proton","https://w3id.org/scholarlydata/person/kunal-verma","Kunal Verma"
"Radiant: A tool for semantic annotation of Web Services","https://w3id.org/scholarlydata/person/kunal-verma","Kunal Verma"
"FootbOWL: Using a generic ontology of football competition for planning match summaries","https://w3id.org/scholarlydata/person/leo-wanner","Leo Wanner"
"Personalized Environmental Service Configuration and Delivery Orchestration: The PESCaDO Demonstrator","https://w3id.org/scholarlydata/person/leo-wanner","Leo Wanner"
"Mining for Reengineering: an Application to Semantic Wikis using Formal and Relational Concept Analysis","https://w3id.org/scholarlydata/person/lian-shi","Lian Shi"
"Efficiently Evaluating Skyline Queries on RDF Databases","https://w3id.org/scholarlydata/person/ling-chen","Ling Chen"
"Ontology-Driven Complex Event Processing in Heterogeneous Sensor Networks","https://w3id.org/scholarlydata/person/lucas-leidinger","Lucas Leidinger"
"Lightweight Semantic Annotation of Geospatial RESTful Services","https://w3id.org/scholarlydata/person/luis-m-vilches-blazquez","Luis M. Vilches-Blazquez"
"A Semantically Enabled Service Architecture for Mashups over Streaming and Stored Data","https://w3id.org/scholarlydata/person/manos-karpathiotakis","Manos Karpathiotakis"
"Contextual Ontology Alignment of LOD with an Upper Ontology: A Case Study with Proton","https://w3id.org/scholarlydata/person/mariana-damova","Mariana Damova"
"Knowledge Management in Sensor Enabled Online Services","https://w3id.org/scholarlydata/person/mark-roantree","Mark Roantree"
"One Tag to bind them all: Measuring Term Abstractness in Social Metadata","https://w3id.org/scholarlydata/person/markus-strohmaier","Markus Strohmaier"
"Measuring the Topical Specificity of Online Communities","https://w3id.org/scholarlydata/person/markus-strohmaier","Markus Strohmaier"
"RDF Visualizer: A Tool for Displaying, Browsing and Exploring High Density RDF Data","https://w3id.org/scholarlydata/person/martin-doerr","Martin Doerr"
"DataFinland - A Semantic Portal for Open and Linked Datasets","https://w3id.org/scholarlydata/person/matias-frosterus","Matias Frosterus"
"Open Ontologies and Open Knowledge Bases for Modeling the Social Layer of the Semantic Web","https://w3id.org/scholarlydata/person/matthias-nickles","Matthias Nickles"
"Modeling Social Attitudes on the Web","https://w3id.org/scholarlydata/person/matthias-nickles","Matthias Nickles"
"A Framework for Ontology Integration","https://w3id.org/scholarlydata/person/maurizio-lenzerini","Maurizio Lenzerini"
"Query Relaxation for Entity-Relationship Search","https://w3id.org/scholarlydata/person/maya-ramanath","Maya Ramanath"
"Improving Categorisation in Social Media using Hyperlinks to Structured Data Sources","https://w3id.org/scholarlydata/person/mengjiao-wang","Mengjiao Wang"
"miKrow: Semantic Intra-Enterprise Micro-Knowledge Management System","https://w3id.org/scholarlydata/person/michelangelo-castagnone","Michelangelo Castagnone"
"Crowdsourced Affinity: A Matter of Fact or Experience","https://w3id.org/scholarlydata/person/milan-stankovic","Milan Stankovic"
"Linked Data Metrics for Flexible Expert Search on the open Web","https://w3id.org/scholarlydata/person/milan-stankovic","Milan Stankovic"
"Linked Data-based Concept Recommendation: Comparison of Different Methods in Open Innovation Scenario","https://w3id.org/scholarlydata/person/milan-stankovic","Milan Stankovic"
"Finding Co-solvers on Twitter, with a Little Help from Linked Data","https://w3id.org/scholarlydata/person/milan-stankovic","Milan Stankovic"
"Ricochet:Context and Complementarity-Aware, Ontology-based POIs Recommender System","https://w3id.org/scholarlydata/person/milan-stankovic","Milan Stankovic"
"Desperately searching for travel offers? Formulate better queries with some help from Linked Data.","https://w3id.org/scholarlydata/person/milan-stankovic","Milan Stankovic"
"Decentralized Reasoning on a Network of Aligned Ontologies with Link Keys","https://w3id.org/scholarlydata/person/myriam-lamolle","Myriam Lamolle"
"A Tableaux-based Algorithm for SHIQ with Transitive Closure of Roles in Concept and Role Inclusion Axioms","https://w3id.org/scholarlydata/person/myriam-lamolle","Myriam Lamolle"
"Sentiment Analysis for Dynamic User Preference Inference in Spoken Dialogue Systems","https://w3id.org/scholarlydata/person/myriam-lamolle","Myriam Lamolle"
"FootbOWL: Using a generic ontology of football competition for planning match summaries","https://w3id.org/scholarlydata/person/nadjet-bouayad-agha","Nadjet Bouayad-Agha"
"Personalized Environmental Service Configuration and Delivery Orchestration: The PESCaDO Demonstrator","https://w3id.org/scholarlydata/person/nadjet-bouayad-agha","Nadjet Bouayad-Agha"
"Exploring the Evolution and Provenance of Git Versioned RDF Data","https://w3id.org/scholarlydata/person/natanael-arndt","Natanael Arndt"
"Weaving a Distributed, Semantic Social Network for Mobile Users","https://w3id.org/scholarlydata/person/natanael-arndt","Natanael Arndt"
"Visual Analysis of Real-time Social Media for Emergency Response","https://w3id.org/scholarlydata/person/neil-ireson","Neil Ireson"
"The Semantic Public Service Portal (S-PSP)","https://w3id.org/scholarlydata/person/nikos-loutas","Nikos Loutas"
"Interactive Exploration of Fuzzy RDF Knowledge Bases","https://w3id.org/scholarlydata/person/nikos-manolis","Nikos Manolis"
"Biological Names and Taxonomies on the Semantic Web -- Managing the Change in Scientific Conception","https://w3id.org/scholarlydata/person/nina-laurenne","Nina Laurenne"
"OntoWiki Mobile -- Knowledge Management in your Pocket","https://w3id.org/scholarlydata/person/norman-heino","Norman Heino"
"When to Reach for the Cloud: Using Parallel Hardware for Link Discovery","https://w3id.org/scholarlydata/person/norman-heino","Norman Heino"
"A Semantically Enabled Service Architecture for Mashups over Streaming and Stored Data","https://w3id.org/scholarlydata/person/norman-w-paton","Norman W. Paton"
"Automatic Annotation of Web Services based on Workflow Definitions","https://w3id.org/scholarlydata/person/norman-w-paton","Norman W. Paton"
"Semantic Web Challenge on Tabular Data to Knowledge Graph Matching","https://w3id.org/scholarlydata/person/oktie-hassanzadeh","Oktie Hassanzadeh"
"Predicting Drug-Drug Interactions through Large-Scale Similarity-Based Link Prediction","https://w3id.org/scholarlydata/person/oktie-hassanzadeh","Oktie Hassanzadeh"
"Linking Open Drug Data","https://w3id.org/scholarlydata/person/oktie-hassanzadeh","Oktie Hassanzadeh"
"SoKNOS - Using Semantic Technologies in Disaster Management Software","https://w3id.org/scholarlydata/person/olaf-grebner","Olaf Grebner"
"Context-Sensitive User Interface Support for Ontology-Based Web Applications","https://w3id.org/scholarlydata/person/pablo-castells","Pablo Castells"
"Semantic Web Technologies for Economic and Financial Information Management","https://w3id.org/scholarlydata/person/pablo-castells","Pablo Castells"
"Automatic Inference of Word Meaning using Phonosemantic Patterns","https://w3id.org/scholarlydata/person/pablo-castells","Pablo Castells"
"Jacinta: A Mediator Agent for Human-Agent Interaction in Semantic Web Services","https://w3id.org/scholarlydata/person/pablo-castells","Pablo Castells"
"Nested TripleGroup Algebra – An Intermediate Algebra for Optimizing RDF Graph Pattern Matching on MapReduce Platforms","https://w3id.org/scholarlydata/person/padmashree-ravindra","Padmashree Ravindra"
"Optimizing Query Shortcuts in RDF Databases","https://w3id.org/scholarlydata/person/panos-constantopoulos","Panos Constantopoulos"
"A Semantic Infosphere","https://w3id.org/scholarlydata/person/peter-clark","Peter Clark"
"Contextual Ontology Alignment of LOD with an Upper Ontology: A Case Study with Proton","https://w3id.org/scholarlydata/person/peter-yeh","Peter Yeh"
"Weaving a Distributed, Semantic Social Network for Mobile Users","https://w3id.org/scholarlydata/person/philipp-frischmuth","Philipp Frischmuth"
"Contextual Ontology Alignment of LOD with an Upper Ontology: A Case Study with Proton","https://w3id.org/scholarlydata/person/prateek-jain","Prateek Jain"
"User Interests Identification on Twitter Using a Hierarchical Knowledge Base","https://w3id.org/scholarlydata/person/prateek-jain","Prateek Jain"
"Distributed Human Computation Framework for Linked Data Co-reference Resolution","https://w3id.org/scholarlydata/person/priyanka-singh","Priyanka Singh"
"Semantic Web Languages for Policy Representation and Reasoning: A Comparison of KAoS, Rei, and Ponder","https://w3id.org/scholarlydata/person/rebecca-montanari","Rebecca Montanari"
"A Semantic Context-Aware Access Control Framework for Secure Collaborations in Pervasive Computing Environments","https://w3id.org/scholarlydata/person/rebecca-montanari","Rebecca Montanari"
"Automatic Semantic Subject Indexing of Web Documents in Highly Inflected Languages","https://w3id.org/scholarlydata/person/reetta-sinkkilae","Reetta Sinkkilä"
"Contextual Ontology Alignment of LOD with an Upper Ontology: A Case Study with Proton","https://w3id.org/scholarlydata/person/reymonrod-vasquez","Reymonrod Vasquez"
"A Structured Semantic Query Interface for Reasoning-based Search and Retrieval","https://w3id.org/scholarlydata/person/ricardo-borillo-domench","Ricardo Borillo Domench"
"RitroveRAI: A Web Application for Semantic Indexing and Hyperlinking of Multimedia News","https://w3id.org/scholarlydata/person/roberto-basili","Roberto Basili"
"Grr: Generating Random RDF","https://w3id.org/scholarlydata/person/sara-cohen","Sara Cohen"
"OntoWiki Mobile -- Knowledge Management in your Pocket","https://w3id.org/scholarlydata/person/sebastian-tramp","Sebastian Tramp"
"Weaving a Distributed, Semantic Social Network for Mobile Users","https://w3id.org/scholarlydata/person/sebastian-tramp","Sebastian Tramp"
"Distributed Linked Data Business Communication Networks: The LUCID Endpoint","https://w3id.org/scholarlydata/person/sebastian-tramp","Sebastian Tramp"
"FootbOWL: Using a generic ontology of football competition for planning match summaries","https://w3id.org/scholarlydata/person/sergio-lopez-hernandez","Sergio López Hernández"
"Query Relaxation for Entity-Relationship Search","https://w3id.org/scholarlydata/person/shady-elbassuoni","Shady Elbassuoni"
"Improving Categorisation in Social Media using Hyperlinks to Structured Data Sources","https://w3id.org/scholarlydata/person/sheila-kinsella","Sheila Kinsella"
"Bootstrapping the Publication of Streaming Linked Data","https://w3id.org/scholarlydata/person/sherif-sakr","Sherif Sakr"
"Linked Data: Querying, Reasoning, and Benchmarking","https://w3id.org/scholarlydata/person/sherif-sakr","Sherif Sakr"
"Efficiently Evaluating Skyline Queries on RDF Databases","https://w3id.org/scholarlydata/person/sidan-gao","Sidan Gao"
"SoKNOS - Using Semantic Technologies in Disaster Management Software","https://w3id.org/scholarlydata/person/simon-bergweiler","Simon Bergweiler"
"High-performance Computing Applied to Semantic Web Databases","https://w3id.org/scholarlydata/person/sinan-al-saffar","Sinan al-Saffar"
"Reasoning and Querying Web-scale Open Data based on DL-LiteA in a Divide-and-Conquer Way","https://w3id.org/scholarlydata/person/songmao-zhang","Songmao Zhang"
"Ontology-Driven Guidance for Requirements Elicitation","https://w3id.org/scholarlydata/person/stefan-farfeleder","Stefan Farfeleder"
"Benchmarking Matching Applications on the Semantic Web","https://w3id.org/scholarlydata/person/stefano-montanelli","Stefano Montanelli"
"Towards Custom Cloud Services","https://w3id.org/scholarlydata/person/steffen-haak","Steffen Haak"
"Understanding an Ontology through Divergent Exploration","https://w3id.org/scholarlydata/person/takeru-hirota","Takeru Hirota"
"Ontology-Driven Guidance for Requirements Elicitation","https://w3id.org/scholarlydata/person/thomas-moser","Thomas Moser"
"OntoWiki Mobile -- Knowledge Management in your Pocket","https://w3id.org/scholarlydata/person/timofey-ermilov","Timofey Ermilov"
"Weaving a Distributed, Semantic Social Network for Mobile Users","https://w3id.org/scholarlydata/person/timofey-ermilov","Timofey Ermilov"
"Distributed Linked Data Business Communication Networks: The LUCID Endpoint","https://w3id.org/scholarlydata/person/timofey-ermilov","Timofey Ermilov"
"Ontology-Driven Guidance for Requirements Elicitation","https://w3id.org/scholarlydata/person/tor-staalhane","Tor Stålhane"
"Semantic technologies for describing measurement data in databases","https://w3id.org/scholarlydata/person/ulf-noyer","Ulf Noyer"
"Benchmarking RDF Schemas for the Semantic Web","https://w3id.org/scholarlydata/person/vassilis-christophides","Vassilis Christophides"
"Viewing the Semantic Web through RVL Lenses","https://w3id.org/scholarlydata/person/vassilis-christophides","Vassilis Christophides"
"Generating On the Fly Queries for the Semantic Web: The ICS-FORTH Graphical RQL Interface (GRQL)","https://w3id.org/scholarlydata/person/vassilis-christophides","Vassilis Christophides"
"Benchmarking Database Representations of RDF/S Stores","https://w3id.org/scholarlydata/person/vassilis-christophides","Vassilis Christophides"
"Containment and Minimization of RDF/S Query Patterns","https://w3id.org/scholarlydata/person/vassilis-christophides","Vassilis Christophides"
"RUL: A Declarative Update Language for RDF","https://w3id.org/scholarlydata/person/vassilis-christophides","Vassilis Christophides"
"Relational Kernel Machines for Learning from Graph-structured RDF Data","https://w3id.org/scholarlydata/person/veli-bicer","Veli Bicer"
"Predicting Severity of Road Traffic Congestion using Semantic Web Technologies","https://w3id.org/scholarlydata/person/veli-bicer","Veli Bicer"
"Pay-as-you-go Approximate Join Top-k Processing for the Web of Data","https://w3id.org/scholarlydata/person/veli-bicer","Veli Bicer"
"Optimizing Query Shortcuts in RDF Databases","https://w3id.org/scholarlydata/person/vicky-dritsou","Vicky Dritsou"
"miKrow: Semantic Intra-Enterprise Micro-Knowledge Management System","https://w3id.org/scholarlydata/person/victor-penela","Víctor Penela"
"Lightweight Semantic Annotation of Geospatial RESTful Services","https://w3id.org/scholarlydata/person/victor-saquicela","Victor Saquicela"
"Embedding  Learning  for Declarative Memories","https://w3id.org/scholarlydata/person/volker-tresp","Volker Tresp"
"Exploiting  Information Extraction,  Reasoning and Machine Learning for Relation Prediction","https://w3id.org/scholarlydata/person/volker-tresp","Volker Tresp"
"Embedding Mapping Approaches for Tensor Factorization and Knowledge Graph Modelling","https://w3id.org/scholarlydata/person/volker-tresp","Volker Tresp"
"Distributed Human Computation Framework for Linked Data Co-reference Resolution","https://w3id.org/scholarlydata/person/xiaowei-wang","Xiaowei Wang"
"Evaluating the Stability and Credibility of Ontology Matching Methods","https://w3id.org/scholarlydata/person/xing-niu","Xing Niu"
"Mining for Reengineering: an Application to Semantic Wikis using Formal and Relational Concept Analysis","https://w3id.org/scholarlydata/person/yannick-toussaint","Yannick Toussaint"
"On the Emergent Semantic Web and Overlooked Issues","https://w3id.org/scholarlydata/person/yannis-kalfoglou","Yannis Kalfoglou"
"Towards a Killer App for the Semantic Web","https://w3id.org/scholarlydata/person/yannis-kalfoglou","Yannis Kalfoglou"
"Mv-index: An Efficient Index for Graph-Query Containment","https://w3id.org/scholarlydata/person/yannis-kotidis","Yannis Kotidis"
"Optimizing Query Shortcuts in RDF Databases","https://w3id.org/scholarlydata/person/yannis-kotidis","Yannis Kotidis"
"An approach for the more efficient energy consumption based on the real-time situational awareness","https://w3id.org/scholarlydata/person/yongchun-xu","Yongchun Xu"
"A Demo for efficient human Attention Detection based on Semantics and Complex Event Processing","https://w3id.org/scholarlydata/person/yongchun-xu","Yongchun Xu"
"Distributed Human Computation Framework for Linked Data Co-reference Resolution","https://w3id.org/scholarlydata/person/zhonglun-cai","Zhonglun Cai"
"TELIX: An RDF-based Model for Linguistic Annotation","https://w3id.org/scholarlydata/person/adil-el-ghali","Adil El Ghali"
"Automatic Configuration Selection Using Ontology Matching Task Profiling","https://w3id.org/scholarlydata/person/alessio-fabiani","Alessio Fabiani"
"ANISE: an ANatomIc SEmantic Visualizer","https://w3id.org/scholarlydata/person/alexander-baranya","Alexander Baranya"
"ANISE: an ANatomIc SEmantic Visualizer","https://w3id.org/scholarlydata/person/alexandra-la-cruz","Alexandra La Cruz"
"ScienceWISE: A Web-based Interactive Semantic Platform for Paper Annotation and Ontology Editing","https://w3id.org/scholarlydata/person/alexey-boyarsky","Alexey Boyarsky"
"Developing an Incomplete Reasoner in Five Minutes: the Large Knowledge Collider in Action","https://w3id.org/scholarlydata/person/alexey-cheptsov","Alexey Cheptsov"
"A LarKC Approach to Development of Service-Oriented Semantic Reasoning Applications","https://w3id.org/scholarlydata/person/alexey-cheptsov","Alexey Cheptsov"
"Parallel Search Through Statistical Semantic Spaces Leveraging Linked Open Data","https://w3id.org/scholarlydata/person/alexey-cheptsov","Alexey Cheptsov"
"A Collaborative Semantic Web Layer to Enhance Legacy Systems","https://w3id.org/scholarlydata/person/alfio-gliozzo","Alfio Gliozzo"
"Semantic Content Management with Apache Stanbol","https://w3id.org/scholarlydata/person/ali-anil-sinaci","Ali Anil Sinaci"
"Evaluating scientific hypotheses using the SPARQL Inferencing Notation","https://w3id.org/scholarlydata/person/alison-callahan","Alison Callahan"
"An Evolutionary Approach to the Semantic Web","https://w3id.org/scholarlydata/person/alon-halevy","Alon Halevy"
"Semantic Email","https://w3id.org/scholarlydata/person/alon-halevy","Alon Halevy"
"Voting Theory for Concept Detection","https://w3id.org/scholarlydata/person/amal-zouaq","Amal Zouaq"
"Automatic Extraction of Axioms from Wikipedia Using SPARQL","https://w3id.org/scholarlydata/person/amal-zouaq","Amal Zouaq"
"Karma: A System for Mapping Structured Sources into the Semantic Web","https://w3id.org/scholarlydata/person/aman-goel","Aman Goel"
"Semi-Automatically Mapping Structured Sources into the Semantic Web","https://w3id.org/scholarlydata/person/aman-goel","Aman Goel"
"RML and FnO: Shaping DBpedia Declaratively","https://w3id.org/scholarlydata/person/anastasia-dimou","Anastasia Dimou"
"Declarative Data Transformations for Linked Data Generation: the case of DBpedia","https://w3id.org/scholarlydata/person/anastasia-dimou","Anastasia Dimou"
"Getting Mathematics Towards the Web of Data: the Case of the Mathematics Subject Classification","https://w3id.org/scholarlydata/person/anastasia-dimou","Anastasia Dimou"
"Extraction of workshop proceedings in HTML using the RML mapping language","https://w3id.org/scholarlydata/person/anastasia-dimou","Anastasia Dimou"
"Graph-Based Editing of Linked Data Mappings using the RMLEditor","https://w3id.org/scholarlydata/person/anastasia-dimou","Anastasia Dimou"
"RMLEditor: A Graph-based Mapping Editor for Linked Data Mappings","https://w3id.org/scholarlydata/person/anastasia-dimou","Anastasia Dimou"
"An Ontology to Semantically Declare and Describe Functions","https://w3id.org/scholarlydata/person/anastasia-dimou","Anastasia Dimou"
"Personalized Environmental Service Configuration and Delivery Orchestration: The PESCaDO Demonstrator","https://w3id.org/scholarlydata/person/anastasia-moumtzidou","Anastasia Moumtzidou"
"ASBTAT: Linked Data Summaries with ABstraction and STATistics","https://w3id.org/scholarlydata/person/andrea-maurino","Andrea Maurino"
"Top-K Linked Data Query Processing","https://w3id.org/scholarlydata/person/andreas-wagner","Andreas Wagner"
"Pay-as-you-go Approximate Join Top-k Processing for the Web of Data","https://w3id.org/scholarlydata/person/andreas-wagner","Andreas Wagner"
"Entity-based Data Source Contextualization for Searching the Web of Data","https://w3id.org/scholarlydata/person/andreas-wagner","Andreas Wagner"
"Leveraging the Emergent Semantics in Twitter Lists for Ontology Development","https://w3id.org/scholarlydata/person/andres-garcia-silva","Andrés García-Silva"
"Leveraging the Emergent Semantics in Twitter Lists for Ontology Development","https://w3id.org/scholarlydata/person/andres-garcia-silva","Andres Garcia-Silva"
"Characterising Emergent Semantics in Twitter Lists","https://w3id.org/scholarlydata/person/andres-garcia-silva","Andrés García-Silva"
"Characterising Emergent Semantics in Twitter Lists","https://w3id.org/scholarlydata/person/andres-garcia-silva","Andres Garcia-Silva"
"Bringing the Web of Data to Developing Countries: Linked Market Data in the Sahel","https://w3id.org/scholarlydata/person/anna-bon","Anna Bon"
"Representing mereotopological relations in OWL ontologies with OntoPartS","https://w3id.org/scholarlydata/person/annette-morales-gonzalez-quevedo","Annette Morales Gonzalez-Quevedo"
"curate and storyspace: An ontology and web-based environment for describing curatorial narratives","https://w3id.org/scholarlydata/person/annika-wolff","Annika Wolff"
"ScienceWISE: A Web-based Interactive Semantic Platform for Paper Annotation and Ontology Editing","https://w3id.org/scholarlydata/person/anton-astafiev","Anton Astafiev"
"Personalized Environmental Service Configuration and Delivery Orchestration: The PESCaDO Demonstrator","https://w3id.org/scholarlydata/person/ari-karppinen","Ari Karppinen"
"Enriching Content Objects for Multimodal Search with Data from the Linking Open Data Cloud","https://w3id.org/scholarlydata/person/arnaud-brousseau","Arnaud Brousseau"
"Visual Queries over Scholarly Data and other Linked Data Endpoints","https://w3id.org/scholarlydata/person/arturs-sprogis","Artūrs Sproģis"
"Visual Queries over Scholarly Data and other Linked Data Endpoints","https://w3id.org/scholarlydata/person/arturs-sprogis","Arturs Sprogis"
"Domain-Specific OWL Ontology Visualization with OWLGrEd","https://w3id.org/scholarlydata/person/arturs-sprogis","Artūrs Sproģis"
"Domain-Specific OWL Ontology Visualization with OWLGrEd","https://w3id.org/scholarlydata/person/arturs-sprogis","Arturs Sprogis"
"Preserving Information Content in RDF using Bounded Homomorphisms","https://w3id.org/scholarlydata/person/audun-stolpe","Audun Stolpe"
"Sharing and Analyzing Remote Sensing Observation Data for Linked Science","https://w3id.org/scholarlydata/person/benedikt-graeler","Benedikt Gräler"
"Towards Semantic Web Mining","https://w3id.org/scholarlydata/person/bettina-berendt","Bettina Berendt"
"Enabling an Enterprise Data Management Ecosystem using Change Data Capture with Amazon Neptune","https://w3id.org/scholarlydata/person/bryan-thompson","Bryan Thompson"
"Transactional Guarantees for SPARQL Query Execution with Amazon Neptune","https://w3id.org/scholarlydata/person/bryan-thompson","Bryan Thompson"
"Assembling Rule Mashups in the Semantic Web","https://w3id.org/scholarlydata/person/carlos-tejo-alonso","Carlos Tejo-Alonso"
"Getting Mathematics Towards the Web of Data: the Case of the Mathematics Subject Classification","https://w3id.org/scholarlydata/person/charalampos-bratsas","Charalampos Bratsas"
"Bringing the Web of Data to Developing Countries: Linked Market Data in the Sahel","https://w3id.org/scholarlydata/person/chris-van-aart","Chris van Aart"
"Intelligent Brokering on the Web","https://w3id.org/scholarlydata/person/chris-van-aart","Chris van Aart"
"An Ontological Framework for Dynamic Coordination","https://w3id.org/scholarlydata/person/chris-van-aart","Chris van Aart"
"POWLA: Modeling linguistic corpora in OWL/DL","https://w3id.org/scholarlydata/person/christian-chiarcos","Christian Chiarcos"
